from,to,hundredth,thousandth
3707,90,0,0
3707,1101,9,1
3707,1201,5,0
3707,1301,0,0
3707,1302,2,0
3707,1303,1,0
3707,1304,12,1
3707,1305,2,0
3707,1306,3,0
3707,1307,1,0
3707,1308,0,0
3707,1309,0,0
3707,1310,3,0
3707,1311,1,0
3707,1401,4,0
3707,1402,0,0
3707,1403,0,0
3707,1404,0,0
3707,1405,1,0
3707,1406,1,0
3707,1407,1,0
3707,1408,3,0
3707,1409,0,0
3707,1410,0,0
3707,1411,1,0
3707,1501,4,0
3707,1502,4,0
3707,1503,1,0
3707,1504,3,0
3707,1505,4,0
3707,1506,0,0
3707,1507,12,1
3707,1508,4,0
3707,1509,0,0
3707,1522,3,0
3707,1525,0,0
3707,1529,0,0
3707,2101,9,1
3707,2102,4,0
3707,2103,3,0
3707,2104,2,0
3707,2105,8,1
3707,2106,1,0
3707,2107,4,0
3707,2108,0,0
3707,2109,2,0
3707,2110,0,0
3707,2111,0,0
3707,2112,3,0
3707,2113,0,0
3707,2114,0,0
3707,2201,11,1
3707,2202,34,3
3707,2203,4,0
3707,2204,3,0
3707,2205,12,1
3707,2206,22,2
3707,2207,3,0
3707,2208,8,1
3707,2224,42,4
3707,2301,25,2
3707,2302,9,1
3707,2303,3,0
3707,2304,0,0
3707,2305,3,0
3707,2306,0,0
3707,2307,9,1
3707,2308,6,1
3707,2309,0,0
3707,2310,19,2
3707,2311,21,2
3707,2312,25,2
3707,2327,4,0
3707,3101,2,0
3707,3201,1,0
3707,3202,3,0
3707,3203,4,0
3707,3204,0,0
3707,3205,0,0
3707,3206,3,0
3707,3207,6,1
3707,3208,1,0
3707,3209,1,0
3707,3210,0,0
3707,3211,0,0
3707,3212,0,0
3707,3213,0,0
3707,3301,0,0
3707,3302,4,0
3707,3303,6,1
3707,3304,0,0
3707,3305,1,0
3707,3306,0,0
3707,3307,3,0
3707,3308,0,0
3707,3309,0,0
3707,3310,3,0
3707,3311,0,0
3707,3401,0,0
3707,3402,5,0
3707,3403,1,0
3707,3404,0,0
3707,3405,0,0
3707,3406,0,0
3707,3407,0,0
3707,3408,5,0
3707,3410,3,0
3707,3411,0,0
3707,3412,1,0
3707,3413,2,0
3707,3415,2,0
3707,3416,1,0
3707,3417,0,0
3707,3418,0,0
3707,3501,3,0
3707,3502,3,0
3707,3503,1,0
3707,3504,0,0
3707,3505,0,0
3707,3506,0,0
3707,3507,1,0
3707,3508,0,0
3707,3509,1,0
3707,3601,3,0
3707,3602,0,0
3707,3603,0,0
3707,3604,0,0
3707,3605,0,0
3707,3606,0,0
3707,3607,2,0
3707,3608,4,0
3707,3609,0,0
3707,3610,0,0
3707,3611,0,0
3707,3701,55,5
3707,3702,85,9
3707,3703,44,4
3707,3704,6,1
3707,3705,21,2
3707,3706,68,7
3707,3707,79072,7907
3707,3708,30,3
3707,3709,23,2
3707,3710,12,1
3707,3711,81,8
3707,3713,88,9
3707,3714,13,1
3707,3715,19,2
3707,3716,10,1
3707,3717,19,2
3707,4101,2,0
3707,4102,0,0
3707,4103,1,0
3707,4104,3,0
3707,4105,0,0
3707,4106,0,0
3707,4107,1,0
3707,4108,0,0
3707,4109,1,0
3707,4110,2,0
3707,4111,0,0
3707,4112,0,0
3707,4113,2,0
3707,4114,0,0
3707,4115,1,0
3707,4116,3,0
3707,4117,6,1
3707,4201,4,0
3707,4202,0,0
3707,4203,0,0
3707,4205,4,0
3707,4206,0,0
3707,4207,0,0
3707,4208,1,0
3707,4209,0,0
3707,4210,2,0
3707,4211,0,0
3707,4212,1,0
3707,4213,0,0
3707,4228,0,0
3707,4290,22,2
3707,4301,3,0
3707,4302,0,0
3707,4303,0,0
3707,4304,3,0
3707,4305,0,0
3707,4306,0,0
3707,4307,1,0
3707,4308,0,0
3707,4309,0,0
3707,4310,1,0
3707,4311,1,0
3707,4312,0,0
3707,4313,0,0
3707,4331,0,0
3707,4401,3,0
3707,4402,0,0
3707,4403,0,0
3707,4404,0,0
3707,4405,0,0
3707,4406,0,0
3707,4407,0,0
3707,4408,0,0
3707,4409,0,0
3707,4412,0,0
3707,4413,1,0
3707,4414,0,0
3707,4415,0,0
3707,4416,0,0
3707,4417,0,0
3707,4418,0,0
3707,4419,0,0
3707,4420,0,0
3707,4451,1,0
3707,4452,0,0
3707,4453,0,0
3707,4501,0,0
3707,4502,0,0
3707,4503,1,0
3707,4504,0,0
3707,4505,0,0
3707,4506,0,0
3707,4507,0,0
3707,4508,0,0
3707,4509,3,0
3707,4510,0,0
3707,4511,0,0
3707,4512,1,0
3707,4513,0,0
3707,4514,0,0
3707,4601,0,0
3707,4602,0,0
3707,4690,0,0
3707,5000,13,1
3707,5101,1,0
3707,5103,0,0
3707,5104,2,0
3707,5105,0,0
3707,5106,0,0
3707,5107,1,0
3707,5108,2,0
3707,5109,1,0
3707,5110,0,0
3707,5111,0,0
3707,5113,7,1
3707,5114,0,0
3707,5115,3,0
3707,5116,0,0
3707,5117,0,0
3707,5118,1,0
3707,5119,2,0
3707,5120,1,0
3707,5132,0,0
3707,5133,1,0
3707,5134,0,0
3707,5201,1,0
3707,5202,2,0
3707,5203,1,0
3707,5204,0,0
3707,5205,3,0
3707,5206,0,0
3707,5223,1,0
3707,5226,1,0
3707,5227,2,0
3707,5301,3,0
3707,5303,8,1
3707,5304,1,0
3707,5305,5,0
3707,5306,10,1
3707,5307,3,0
3707,5308,2,0
3707,5309,4,0
3707,5323,1,0
3707,5325,5,0
3707,5326,3,0
3707,5328,1,0
3707,5329,6,1
3707,5331,9,1
3707,5333,5,0
3707,5334,0,0
3707,5401,0,0
3707,5402,0,0
3707,5403,0,0
3707,5404,0,0
3707,5405,0,0
3707,5406,0,0
3707,5425,0,0
3707,6101,5,0
3707,6102,0,0
3707,6103,0,0
3707,6104,3,0
3707,6105,0,0
3707,6106,1,0
3707,6107,1,0
3707,6108,1,0
3707,6109,0,0
3707,6110,0,0
3707,6201,4,0
3707,6202,0,0
3707,6203,0,0
3707,6204,0,0
3707,6205,1,0
3707,6206,1,0
3707,6207,0,0
3707,6208,0,0
3707,6209,0,0
3707,6210,0,0
3707,6211,0,0
3707,6212,0,0
3707,6229,0,0
3707,6230,0,0
3707,6301,5,0
3707,6302,1,0
3707,6322,0,0
3707,6323,0,0
3707,6325,0,0
3707,6326,0,0
3707,6327,0,0
3707,6328,0,0
3707,6401,0,0
3707,6402,0,0
3707,6403,0,0
3707,6404,0,0
3707,6405,0,0
3707,6501,4,0
3707,6502,0,0
3707,6504,0,0
3707,6505,0,0
3707,6523,1,0
3707,6527,0,0
3707,6528,0,0
3707,6529,0,0
3707,6530,0,0
3707,6531,0,0
3707,6532,0,0
3707,6540,6,1
3707,6542,1,0
3707,6543,4,0
3707,6590,0,0
3708,90,0,0
3708,1101,4,0
3708,1201,3,0
3708,1301,3,0
3708,1302,4,0
3708,1303,5,1
3708,1304,3,0
3708,1305,0,0
3708,1306,0,0
3708,1307,5,1
3708,1308,0,0
3708,1309,1,0
3708,1310,0,0
3708,1311,1,0
3708,1401,2,0
3708,1402,1,0
3708,1403,0,0
3708,1404,4,0
3708,1405,1,0
3708,1406,0,0
3708,1407,0,0
3708,1408,0,0
3708,1409,0,0
3708,1410,2,0
3708,1411,1,0
3708,1501,1,0
3708,1502,0,0
3708,1503,0,0
3708,1504,4,0
3708,1505,0,0
3708,1506,0,0
3708,1507,5,1
3708,1508,0,0
3708,1509,0,0
3708,1522,0,0
3708,1525,0,0
3708,1529,0,0
3708,2101,0,0
3708,2102,0,0
3708,2103,0,0
3708,2104,1,0
3708,2105,0,0
3708,2106,0,0
3708,2107,1,0
3708,2108,0,0
3708,2109,0,0
3708,2110,0,0
3708,2111,3,0
3708,2112,0,0
3708,2113,0,0
3708,2114,0,0
3708,2201,7,1
3708,2202,3,0
3708,2203,0,0
3708,2204,0,0
3708,2205,0,0
3708,2206,8,1
3708,2207,0,0
3708,2208,2,0
3708,2224,0,0
3708,2301,14,1
3708,2302,18,2
3708,2303,8,1
3708,2304,1,0
3708,2305,7,1
3708,2306,0,0
3708,2307,5,1
3708,2308,5,1
3708,2309,2,0
3708,2310,2,0
3708,2311,3,0
3708,2312,6,1
3708,2327,7,1
3708,3101,5,1
3708,3201,1,0
3708,3202,1,0
3708,3203,36,4
3708,3204,0,0
3708,3205,1,0
3708,3206,0,0
3708,3207,1,0
3708,3208,1,0
3708,3209,0,0
3708,3210,2,0
3708,3211,0,0
3708,3212,3,0
3708,3213,2,0
3708,3301,4,0
3708,3302,2,0
3708,3303,10,1
3708,3304,0,0
3708,3305,3,0
3708,3306,0,0
3708,3307,1,0
3708,3308,0,0
3708,3309,1,0
3708,3310,3,0
3708,3311,0,0
3708,3401,3,0
3708,3402,0,0
3708,3403,4,0
3708,3404,2,0
3708,3405,0,0
3708,3406,5,1
3708,3407,0,0
3708,3408,4,0
3708,3410,5,1
3708,3411,2,0
3708,3412,1,0
3708,3413,5,1
3708,3415,1,0
3708,3416,0,0
3708,3417,0,0
3708,3418,0,0
3708,3501,0,0
3708,3502,2,0
3708,3503,0,0
3708,3504,0,0
3708,3505,8,1
3708,3506,0,0
3708,3507,0,0
3708,3508,0,0
3708,3509,4,0
3708,3601,0,0
3708,3602,0,0
3708,3603,0,0
3708,3604,0,0
3708,3605,0,0
3708,3606,0,0
3708,3607,1,0
3708,3608,0,0
3708,3609,0,0
3708,3610,2,0
3708,3611,0,0
3708,3701,58,6
3708,3702,19,2
3708,3703,50,5
3708,3704,99,10
3708,3705,13,1
3708,3706,18,2
3708,3707,22,2
3708,3708,72527,7253
3708,3709,91,9
3708,3710,6,1
3708,3711,13,1
3708,3713,94,9
3708,3714,14,1
3708,3715,23,2
3708,3716,14,1
3708,3717,81,8
3708,4101,2,0
3708,4102,2,0
3708,4103,2,0
3708,4104,1,0
3708,4105,0,0
3708,4106,0,0
3708,4107,4,0
3708,4108,0,0
3708,4109,1,0
3708,4110,0,0
3708,4111,0,0
3708,4112,0,0
3708,4113,1,0
3708,4114,0,0
3708,4115,2,0
3708,4116,4,0
3708,4117,0,0
3708,4201,3,0
3708,4202,0,0
3708,4203,5,1
3708,4205,0,0
3708,4206,0,0
3708,4207,0,0
3708,4208,0,0
3708,4209,0,0
3708,4210,1,0
3708,4211,0,0
3708,4212,0,0
3708,4213,0,0
3708,4228,0,0
3708,4290,4,0
3708,4301,0,0
3708,4302,2,0
3708,4303,1,0
3708,4304,0,0
3708,4305,0,0
3708,4306,0,0
3708,4307,0,0
3708,4308,0,0
3708,4309,4,0
3708,4310,0,0
3708,4311,0,0
3708,4312,0,0
3708,4313,0,0
3708,4331,0,0
3708,4401,1,0
3708,4402,0,0
3708,4403,0,0
3708,4404,0,0
3708,4405,0,0
3708,4406,0,0
3708,4407,0,0
3708,4408,0,0
3708,4409,0,0
3708,4412,0,0
3708,4413,0,0
3708,4414,0,0
3708,4415,0,0
3708,4416,0,0
3708,4417,0,0
3708,4418,0,0
3708,4419,0,0
3708,4420,0,0
3708,4451,0,0
3708,4452,0,0
3708,4453,0,0
3708,4501,3,0
3708,4502,3,0
3708,4503,1,0
3708,4504,0,0
3708,4505,0,0
3708,4506,0,0
3708,4507,0,0
3708,4508,0,0
3708,4509,0,0
3708,4510,0,0
3708,4511,0,0
3708,4512,0,0
3708,4513,0,0
3708,4514,0,0
3708,4601,0,0
3708,4602,0,0
3708,4690,0,0
3708,5000,1,0
3708,5101,6,1
3708,5103,0,0
3708,5104,0,0
3708,5105,0,0
3708,5106,0,0
3708,5107,1,0
3708,5108,0,0
3708,5109,0,0
3708,5110,2,0
3708,5111,0,0
3708,5113,0,0
3708,5114,0,0
3708,5115,1,0
3708,5116,0,0
3708,5117,0,0
3708,5118,0,0
3708,5119,2,0
3708,5120,0,0
3708,5132,0,0
3708,5133,0,0
3708,5134,0,0
3708,5201,4,0
3708,5202,1,0
3708,5203,2,0
3708,5204,2,0
3708,5205,1,0
3708,5206,5,1
3708,5223,0,0
3708,5226,0,0
3708,5227,0,0
3708,5301,0,0
3708,5303,0,0
3708,5304,0,0
3708,5305,1,0
3708,5306,0,0
3708,5307,0,0
3708,5308,1,0
3708,5309,2,0
3708,5323,0,0
3708,5325,2,0
3708,5326,0,0
3708,5328,0,0
3708,5329,1,0
3708,5331,0,0
3708,5333,0,0
3708,5334,0,0
3708,5401,0,0
3708,5402,0,0
3708,5403,0,0
3708,5404,0,0
3708,5405,0,0
3708,5406,0,0
3708,5425,0,0
3708,6101,1,0
3708,6102,0,0
3708,6103,1,0
3708,6104,0,0
3708,6105,0,0
3708,6106,1,0
3708,6107,0,0
3708,6108,1,0
3708,6109,0,0
3708,6110,0,0
3708,6201,1,0
3708,6202,0,0
3708,6203,0,0
3708,6204,0,0
3708,6205,3,0
3708,6206,3,0
3708,6207,1,0
3708,6208,0,0
3708,6209,0,0
3708,6210,0,0
3708,6211,0,0
3708,6212,2,0
3708,6229,0,0
3708,6230,0,0
3708,6301,2,0
3708,6302,5,1
3708,6322,0,0
3708,6323,0,0
3708,6325,0,0
3708,6326,0,0
3708,6327,0,0
3708,6328,0,0
3708,6401,0,0
3708,6402,0,0
3708,6403,0,0
3708,6404,0,0
3708,6405,0,0
3708,6501,1,0
3708,6502,0,0
3708,6504,0,0
3708,6505,0,0
3708,6523,0,0
3708,6527,0,0
3708,6528,0,0
3708,6529,0,0
3708,6530,0,0
3708,6531,0,0
3708,6532,0,0
3708,6540,0,0
3708,6542,0,0
3708,6543,0,0
3708,6590,2,0
3709,90,1,0
3709,1101,6,1
3709,1201,0,0
3709,1301,1,0
3709,1302,0,0
3709,1303,2,0
3709,1304,1,0
3709,1305,2,0
3709,1306,1,0
3709,1307,0,0
3709,1308,1,0
3709,1309,1,0
3709,1310,3,0
3709,1311,2,0
3709,1401,2,0
3709,1402,1,0
3709,1403,2,0
3709,1404,0,0
3709,1405,0,0
3709,1406,0,0
3709,1407,0,0
3709,1408,1,0
3709,1409,1,0
3709,1410,1,0
3709,1411,0,0
3709,1501,0,0
3709,1502,2,0
3709,1503,0,0
3709,1504,3,0
3709,1505,2,0
3709,1506,0,0
3709,1507,2,0
3709,1508,0,0
3709,1509,0,0
3709,1522,1,0
3709,1525,0,0
3709,1529,0,0
3709,2101,12,1
3709,2102,1,0
3709,2103,0,0
3709,2104,2,0
3709,2105,1,0
3709,2106,1,0
3709,2107,0,0
3709,2108,0,0
3709,2109,1,0
3709,2110,0,0
3709,2111,0,0
3709,2112,0,0
3709,2113,0,0
3709,2114,4,0
3709,2201,3,0
3709,2202,1,0
3709,2203,0,0
3709,2204,0,0
3709,2205,3,0
3709,2206,0,0
3709,2207,0,0
3709,2208,0,0
3709,2224,2,0
3709,2301,11,1
3709,2302,0,0
3709,2303,7,1
3709,2304,0,0
3709,2305,2,0
3709,2306,7,1
3709,2307,8,1
3709,2308,4,0
3709,2309,0,0
3709,2310,9,1
3709,2311,3,0
3709,2312,0,0
3709,2327,0,0
3709,3101,0,0
3709,3201,5,1
3709,3202,3,0
3709,3203,3,0
3709,3204,0,0
3709,3205,0,0
3709,3206,1,0
3709,3207,1,0
3709,3208,0,0
3709,3209,1,0
3709,3210,2,0
3709,3211,0,0
3709,3212,0,0
3709,3213,0,0
3709,3301,0,0
3709,3302,2,0
3709,3303,3,0
3709,3304,0,0
3709,3305,0,0
3709,3306,0,0
3709,3307,0,0
3709,3308,0,0
3709,3309,0,0
3709,3310,7,1
3709,3311,1,0
3709,3401,3,0
3709,3402,4,0
3709,3403,1,0
3709,3404,1,0
3709,3405,0,0
3709,3406,1,0
3709,3407,0,0
3709,3408,0,0
3709,3410,0,0
3709,3411,0,0
3709,3412,3,0
3709,3413,2,0
3709,3415,0,0
3709,3416,0,0
3709,3417,0,0
3709,3418,1,0
3709,3501,1,0
3709,3502,0,0
3709,3503,0,0
3709,3504,0,0
3709,3505,0,0
3709,3506,1,0
3709,3507,0,0
3709,3508,1,0
3709,3509,0,0
3709,3601,1,0
3709,3602,0,0
3709,3603,0,0
3709,3604,1,0
3709,3605,0,0
3709,3606,0,0
3709,3607,0,0
3709,3608,1,0
3709,3609,0,0
3709,3610,4,0
3709,3611,9,1
3709,3701,173,17
3709,3702,30,3
3709,3703,37,4
3709,3704,34,3
3709,3705,5,1
3709,3706,24,2
3709,3707,48,5
3709,3708,117,12
3709,3709,49678,4968
3709,3710,11,1
3709,3711,4,0
3709,3713,50,5
3709,3714,33,3
3709,3715,35,4
3709,3716,11,1
3709,3717,33,3
3709,4101,2,0
3709,4102,0,0
3709,4103,0,0
3709,4104,0,0
3709,4105,1,0
3709,4106,0,0
3709,4107,1,0
3709,4108,0,0
3709,4109,4,0
3709,4110,0,0
3709,4111,0,0
3709,4112,1,0
3709,4113,1,0
3709,4114,3,0
3709,4115,2,0
3709,4116,2,0
3709,4117,0,0
3709,4201,2,0
3709,4202,0,0
3709,4203,0,0
3709,4205,1,0
3709,4206,0,0
3709,4207,0,0
3709,4208,0,0
3709,4209,0,0
3709,4210,1,0
3709,4211,0,0
3709,4212,0,0
3709,4213,0,0
3709,4228,0,0
3709,4290,0,0
3709,4301,0,0
3709,4302,4,0
3709,4303,0,0
3709,4304,0,0
3709,4305,0,0
3709,4306,0,0
3709,4307,0,0
3709,4308,0,0
3709,4309,0,0
3709,4310,0,0
3709,4311,2,0
3709,4312,0,0
3709,4313,0,0
3709,4331,0,0
3709,4401,0,0
3709,4402,0,0
3709,4403,0,0
3709,4404,0,0
3709,4405,0,0
3709,4406,0,0
3709,4407,0,0
3709,4408,0,0
3709,4409,0,0
3709,4412,0,0
3709,4413,0,0
3709,4414,0,0
3709,4415,0,0
3709,4416,0,0
3709,4417,0,0
3709,4418,2,0
3709,4419,0,0
3709,4420,0,0
3709,4451,0,0
3709,4452,0,0
3709,4453,0,0
3709,4501,1,0
3709,4502,0,0
3709,4503,2,0
3709,4504,0,0
3709,4505,0,0
3709,4506,0,0
3709,4507,0,0
3709,4508,0,0
3709,4509,0,0
3709,4510,0,0
3709,4511,0,0
3709,4512,0,0
3709,4513,0,0
3709,4514,0,0
3709,4601,0,0
3709,4602,0,0
3709,4690,0,0
3709,5000,1,0
3709,5101,1,0
3709,5103,0,0
3709,5104,0,0
3709,5105,0,0
3709,5106,1,0
3709,5107,0,0
3709,5108,0,0
3709,5109,0,0
3709,5110,0,0
3709,5111,1,0
3709,5113,0,0
3709,5114,0,0
3709,5115,1,0
3709,5116,0,0
3709,5117,0,0
3709,5118,4,0
3709,5119,0,0
3709,5120,1,0
3709,5132,0,0
3709,5133,0,0
3709,5134,3,0
3709,5201,1,0
3709,5202,1,0
3709,5203,0,0
3709,5204,0,0
3709,5205,1,0
3709,5206,0,0
3709,5223,0,0
3709,5226,0,0
3709,5227,1,0
3709,5301,2,0
3709,5303,0,0
3709,5304,0,0
3709,5305,0,0
3709,5306,0,0
3709,5307,0,0
3709,5308,0,0
3709,5309,1,0
3709,5323,0,0
3709,5325,3,0
3709,5326,0,0
3709,5328,0,0
3709,5329,2,0
3709,5331,0,0
3709,5333,0,0
3709,5334,0,0
3709,5401,0,0
3709,5402,0,0
3709,5403,0,0
3709,5404,0,0
3709,5405,0,0
3709,5406,0,0
3709,5425,0,0
3709,6101,0,0
3709,6102,0,0
3709,6103,0,0
3709,6104,0,0
3709,6105,0,0
3709,6106,0,0
3709,6107,0,0
3709,6108,0,0
3709,6109,0,0
3709,6110,0,0
3709,6201,3,0
3709,6202,0,0
3709,6203,0,0
3709,6204,1,0
3709,6205,1,0
3709,6206,0,0
3709,6207,0,0
3709,6208,0,0
3709,6209,0,0
3709,6210,0,0
3709,6211,0,0
3709,6212,0,0
3709,6229,0,0
3709,6230,0,0
3709,6301,4,0
3709,6302,3,0
3709,6322,0,0
3709,6323,0,0
3709,6325,1,0
3709,6326,0,0
3709,6327,1,0
3709,6328,0,0
3709,6401,0,0
3709,6402,0,0
3709,6403,0,0
3709,6404,0,0
3709,6405,0,0
3709,6501,23,2
3709,6502,0,0
3709,6504,0,0
3709,6505,1,0
3709,6523,4,0
3709,6527,0,0
3709,6528,1,0
3709,6529,0,0
3709,6530,0,0
3709,6531,0,0
3709,6532,0,0
3709,6540,1,0
3709,6542,2,0
3709,6543,0,0
3709,6590,0,0
3710,90,0,0
3710,1101,5,1
3710,1201,3,0
3710,1301,4,0
3710,1302,3,0
3710,1303,0,0
3710,1304,1,0
3710,1305,0,0
3710,1306,1,0
3710,1307,0,0
3710,1308,0,0
3710,1309,11,1
3710,1310,0,0
3710,1311,0,0
3710,1401,0,0
3710,1402,0,0
3710,1403,0,0
3710,1404,0,0
3710,1405,0,0
3710,1406,0,0
3710,1407,4,0
3710,1408,2,0
3710,1409,0,0
3710,1410,0,0
3710,1411,0,0
3710,1501,6,1
3710,1502,0,0
3710,1503,0,0
3710,1504,4,0
3710,1505,2,0
3710,1506,1,0
3710,1507,16,2
3710,1508,0,0
3710,1509,3,0
3710,1522,8,1
3710,1525,0,0
3710,1529,0,0
3710,2101,7,1
3710,2102,13,1
3710,2103,6,1
3710,2104,2,0
3710,2105,9,1
3710,2106,5,1
3710,2107,1,0
3710,2108,4,0
3710,2109,4,0
3710,2110,0,0
3710,2111,2,0
3710,2112,1,0
3710,2113,1,0
3710,2114,1,0
3710,2201,6,1
3710,2202,22,2
3710,2203,1,0
3710,2204,3,0
3710,2205,13,1
3710,2206,23,2
3710,2207,0,0
3710,2208,2,0
3710,2224,13,1
3710,2301,64,6
3710,2302,23,2
3710,2303,30,3
3710,2304,4,0
3710,2305,10,1
3710,2306,19,2
3710,2307,44,4
3710,2308,20,2
3710,2309,15,2
3710,2310,24,2
3710,2311,31,3
3710,2312,39,4
3710,2327,9,1
3710,3101,2,0
3710,3201,1,0
3710,3202,1,0
3710,3203,12,1
3710,3204,0,0
3710,3205,0,0
3710,3206,2,0
3710,3207,3,0
3710,3208,0,0
3710,3209,1,0
3710,3210,0,0
3710,3211,0,0
3710,3212,1,0
3710,3213,0,0
3710,3301,0,0
3710,3302,2,0
3710,3303,15,2
3710,3304,0,0
3710,3305,0,0
3710,3306,2,0
3710,3307,6,1
3710,3308,0,0
3710,3309,0,0
3710,3310,0,0
3710,3311,0,0
3710,3401,2,0
3710,3402,2,0
3710,3403,1,0
3710,3404,1,0
3710,3405,0,0
3710,3406,9,1
3710,3407,0,0
3710,3408,1,0
3710,3410,0,0
3710,3411,1,0
3710,3412,99,10
3710,3413,3,0
3710,3415,0,0
3710,3416,40,4
3710,3417,0,0
3710,3418,0,0
3710,3501,1,0
3710,3502,1,0
3710,3503,1,0
3710,3504,0,0
3710,3505,0,0
3710,3506,0,0
3710,3507,0,0
3710,3508,0,0
3710,3509,0,0
3710,3601,0,0
3710,3602,0,0
3710,3603,0,0
3710,3604,0,0
3710,3605,0,0
3710,3606,0,0
3710,3607,1,0
3710,3608,1,0
3710,3609,0,0
3710,3610,2,0
3710,3611,0,0
3710,3701,29,3
3710,3702,27,3
3710,3703,12,1
3710,3704,5,1
3710,3705,15,2
3710,3706,168,17
3710,3707,18,2
3710,3708,69,7
3710,3709,35,4
3710,3710,23245,2324
3710,3711,34,3
3710,3713,69,7
3710,3714,17,2
3710,3715,33,3
3710,3716,8,1
3710,3717,75,8
3710,4101,3,0
3710,4102,6,1
3710,4103,6,1
3710,4104,5,1
3710,4105,2,0
3710,4106,0,0
3710,4107,0,0
3710,4108,4,0
3710,4109,3,0
3710,4110,5,1
3710,4111,0,0
3710,4112,1,0
3710,4113,22,2
3710,4114,23,2
3710,4115,3,0
3710,4116,128,13
3710,4117,8,1
3710,4201,0,0
3710,4202,0,0
3710,4203,9,1
3710,4205,0,0
3710,4206,5,1
3710,4207,0,0
3710,4208,2,0
3710,4209,4,0
3710,4210,2,0
3710,4211,1,0
3710,4212,0,0
3710,4213,1,0
3710,4228,0,0
3710,4290,4,0
3710,4301,0,0
3710,4302,1,0
3710,4303,0,0
3710,4304,2,0
3710,4305,0,0
3710,4306,0,0
3710,4307,1,0
3710,4308,0,0
3710,4309,0,0
3710,4310,0,0
3710,4311,0,0
3710,4312,0,0
3710,4313,0,0
3710,4331,0,0
3710,4401,1,0
3710,4402,1,0
3710,4403,1,0
3710,4404,0,0
3710,4405,0,0
3710,4406,0,0
3710,4407,0,0
3710,4408,0,0
3710,4409,0,0
3710,4412,0,0
3710,4413,0,0
3710,4414,0,0
3710,4415,0,0
3710,4416,0,0
3710,4417,0,0
3710,4418,0,0
3710,4419,0,0
3710,4420,0,0
3710,4451,0,0
3710,4452,0,0
3710,4453,0,0
3710,4501,0,0
3710,4502,0,0
3710,4503,0,0
3710,4504,0,0
3710,4505,0,0
3710,4506,0,0
3710,4507,0,0
3710,4508,0,0
3710,4509,0,0
3710,4510,0,0
3710,4511,0,0
3710,4512,0,0
3710,4513,0,0
3710,4514,0,0
3710,4601,0,0
3710,4602,0,0
3710,4690,0,0
3710,5000,2,0
3710,5101,0,0
3710,5103,1,0
3710,5104,0,0
3710,5105,3,0
3710,5106,0,0
3710,5107,0,0
3710,5108,4,0
3710,5109,0,0
3710,5110,2,0
3710,5111,0,0
3710,5113,1,0
3710,5114,0,0
3710,5115,1,0
3710,5116,0,0
3710,5117,0,0
3710,5118,0,0
3710,5119,4,0
3710,5120,0,0
3710,5132,0,0
3710,5133,0,0
3710,5134,0,0
3710,5201,1,0
3710,5202,3,0
3710,5203,0,0
3710,5204,0,0
3710,5205,0,0
3710,5206,0,0
3710,5223,0,0
3710,5226,0,0
3710,5227,0,0
3710,5301,1,0
3710,5303,8,1
3710,5304,0,0
3710,5305,0,0
3710,5306,1,0
3710,5307,0,0
3710,5308,0,0
3710,5309,14,1
3710,5323,0,0
3710,5325,0,0
3710,5326,0,0
3710,5328,0,0
3710,5329,1,0
3710,5331,0,0
3710,5333,0,0
3710,5334,0,0
3710,5401,3,0
3710,5402,0,0
3710,5403,1,0
3710,5404,0,0
3710,5405,0,0
3710,5406,0,0
3710,5425,0,0
3710,6101,3,0
3710,6102,0,0
3710,6103,0,0
3710,6104,3,0
3710,6105,3,0
3710,6106,0,0
3710,6107,6,1
3710,6108,0,0
3710,6109,0,0
3710,6110,0,0
3710,6201,3,0
3710,6202,0,0
3710,6203,0,0
3710,6204,2,0
3710,6205,1,0
3710,6206,0,0
3710,6207,0,0
3710,6208,0,0
3710,6209,0,0
3710,6210,0,0
3710,6211,2,0
3710,6212,0,0
3710,6229,0,0
3710,6230,0,0
3710,6301,5,1
3710,6302,0,0
3710,6322,0,0
3710,6323,0,0
3710,6325,0,0
3710,6326,0,0
3710,6327,0,0
3710,6328,0,0
3710,6401,0,0
3710,6402,0,0
3710,6403,0,0
3710,6404,0,0
3710,6405,0,0
3710,6501,4,0
3710,6502,0,0
3710,6504,2,0
3710,6505,1,0
3710,6523,0,0
3710,6527,1,0
3710,6528,1,0
3710,6529,4,0
3710,6530,0,0
3710,6531,1,0
3710,6532,0,0
3710,6540,0,0
3710,6542,0,0
3710,6543,0,0
3710,6590,1,0
3711,90,1,0
3711,1101,2,0
3711,1201,0,0
3711,1301,1,0
3711,1302,0,0
3711,1303,1,0
3711,1304,0,0
3711,1305,0,0
3711,1306,1,0
3711,1307,2,0
3711,1308,0,0
3711,1309,0,0
3711,1310,0,0
3711,1311,0,0
3711,1401,1,0
3711,1402,0,0
3711,1403,0,0
3711,1404,0,0
3711,1405,0,0
3711,1406,0,0
3711,1407,0,0
3711,1408,0,0
3711,1409,0,0
3711,1410,0,0
3711,1411,0,0
3711,1501,3,0
3711,1502,1,0
3711,1503,0,0
3711,1504,0,0
3711,1505,1,0
3711,1506,0,0
3711,1507,15,2
3711,1508,0,0
3711,1509,0,0
3711,1522,1,0
3711,1525,0,0
3711,1529,1,0
3711,2101,5,1
3711,2102,3,0
3711,2103,0,0
3711,2104,6,1
3711,2105,0,0
