from,to,hundredth,thousandth
2304,3303,0,0
2304,3304,1,0
2304,3305,0,0
2304,3306,0,0
2304,3307,0,0
2304,3308,0,0
2304,3309,0,0
2304,3310,0,0
2304,3311,0,0
2304,3401,0,0
2304,3402,0,0
2304,3403,3,0
2304,3404,0,0
2304,3405,0,0
2304,3406,0,0
2304,3407,0,0
2304,3408,0,0
2304,3410,0,0
2304,3411,0,0
2304,3412,0,0
2304,3413,0,0
2304,3415,0,0
2304,3416,9,1
2304,3417,0,0
2304,3418,0,0
2304,3501,0,0
2304,3502,0,0
2304,3503,0,0
2304,3504,0,0
2304,3505,0,0
2304,3506,0,0
2304,3507,0,0
2304,3508,0,0
2304,3509,0,0
2304,3601,0,0
2304,3602,0,0
2304,3603,0,0
2304,3604,0,0
2304,3605,0,0
2304,3606,0,0
2304,3607,0,0
2304,3608,0,0
2304,3609,0,0
2304,3610,0,0
2304,3611,0,0
2304,3701,5,1
2304,3702,3,0
2304,3703,0,0
2304,3704,0,0
2304,3705,0,0
2304,3706,1,0
2304,3707,0,0
2304,3708,1,0
2304,3709,1,0
2304,3710,0,0
2304,3711,1,0
2304,3713,4,0
2304,3714,5,1
2304,3715,7,1
2304,3716,0,0
2304,3717,4,0
2304,4101,0,0
2304,4102,0,0
2304,4103,0,0
2304,4104,3,0
2304,4105,0,0
2304,4106,0,0
2304,4107,0,0
2304,4108,0,0
2304,4109,0,0
2304,4110,0,0
2304,4111,0,0
2304,4112,0,0
2304,4113,1,0
2304,4114,0,0
2304,4115,0,0
2304,4116,0,0
2304,4117,0,0
2304,4201,0,0
2304,4202,0,0
2304,4203,0,0
2304,4205,0,0
2304,4206,0,0
2304,4207,0,0
2304,4208,0,0
2304,4209,1,0
2304,4210,0,0
2304,4211,0,0
2304,4212,0,0
2304,4213,0,0
2304,4228,0,0
2304,4290,0,0
2304,4301,0,0
2304,4302,0,0
2304,4303,0,0
2304,4304,0,0
2304,4305,0,0
2304,4306,0,0
2304,4307,0,0
2304,4308,0,0
2304,4309,0,0
2304,4310,0,0
2304,4311,0,0
2304,4312,0,0
2304,4313,0,0
2304,4331,0,0
2304,4401,0,0
2304,4402,0,0
2304,4403,0,0
2304,4404,0,0
2304,4405,0,0
2304,4406,0,0
2304,4407,0,0
2304,4408,0,0
2304,4409,0,0
2304,4412,0,0
2304,4413,0,0
2304,4414,0,0
2304,4415,0,0
2304,4416,0,0
2304,4417,0,0
2304,4418,0,0
2304,4419,0,0
2304,4420,0,0
2304,4451,0,0
2304,4452,0,0
2304,4453,0,0
2304,4501,0,0
2304,4502,0,0
2304,4503,0,0
2304,4504,0,0
2304,4505,0,0
2304,4506,0,0
2304,4507,0,0
2304,4508,0,0
2304,4509,0,0
2304,4510,0,0
2304,4511,0,0
2304,4512,0,0
2304,4513,0,0
2304,4514,0,0
2304,4601,0,0
2304,4602,0,0
2304,4690,0,0
2304,5000,3,0
2304,5101,0,0
2304,5103,0,0
2304,5104,0,0
2304,5105,0,0
2304,5106,0,0
2304,5107,0,0
2304,5108,0,0
2304,5109,0,0
2304,5110,0,0
2304,5111,0,0
2304,5113,0,0
2304,5114,1,0
2304,5115,0,0
2304,5116,0,0
2304,5117,0,0
2304,5118,0,0
2304,5119,0,0
2304,5120,0,0
2304,5132,0,0
2304,5133,0,0
2304,5134,0,0
2304,5201,0,0
2304,5202,0,0
2304,5203,0,0
2304,5204,0,0
2304,5205,0,0
2304,5206,0,0
2304,5223,0,0
2304,5226,0,0
2304,5227,0,0
2304,5301,0,0
2304,5303,0,0
2304,5304,0,0
2304,5305,0,0
2304,5306,0,0
2304,5307,0,0
2304,5308,0,0
2304,5309,0,0
2304,5323,0,0
2304,5325,0,0
2304,5326,0,0
2304,5328,0,0
2304,5329,0,0
2304,5331,0,0
2304,5333,0,0
2304,5334,0,0
2304,5401,0,0
2304,5402,0,0
2304,5403,0,0
2304,5404,0,0
2304,5405,0,0
2304,5406,0,0
2304,5425,0,0
2304,6101,0,0
2304,6102,0,0
2304,6103,0,0
2304,6104,0,0
2304,6105,0,0
2304,6106,0,0
2304,6107,0,0
2304,6108,0,0
2304,6109,0,0
2304,6110,0,0
2304,6201,1,0
2304,6202,0,0
2304,6203,0,0
2304,6204,0,0
2304,6205,0,0
2304,6206,0,0
2304,6207,0,0
2304,6208,0,0
2304,6209,0,0
2304,6210,0,0
2304,6211,0,0
2304,6212,0,0
2304,6229,0,0
2304,6230,0,0
2304,6301,0,0
2304,6302,0,0
2304,6322,0,0
2304,6323,0,0
2304,6325,0,0
2304,6326,0,0
2304,6327,0,0
2304,6328,0,0
2304,6401,0,0
2304,6402,0,0
2304,6403,0,0
2304,6404,0,0
2304,6405,0,0
2304,6501,0,0
2304,6502,0,0
2304,6504,0,0
2304,6505,0,0
2304,6523,0,0
2304,6527,0,0
2304,6528,0,0
2304,6529,0,0
2304,6530,0,0
2304,6531,0,0
2304,6532,0,0
2304,6540,0,0
2304,6542,0,0
2304,6543,0,0
2304,6590,0,0
2305,90,0,0
2305,1101,0,0
2305,1201,1,0
2305,1301,0,0
2305,1302,1,0
2305,1303,0,0
2305,1304,3,0
2305,1305,0,0
2305,1306,0,0
2305,1307,0,0
2305,1308,0,0
2305,1309,0,0
2305,1310,0,0
2305,1311,5,1
2305,1401,0,0
2305,1402,0,0
2305,1403,0,0
2305,1404,0,0
2305,1405,0,0
2305,1406,0,0
2305,1407,0,0
2305,1408,0,0
2305,1409,0,0
2305,1410,0,0
2305,1411,1,0
2305,1501,1,0
2305,1502,2,0
2305,1503,0,0
2305,1504,1,0
2305,1505,4,0
2305,1506,0,0
2305,1507,0,0
2305,1508,0,0
2305,1509,0,0
2305,1522,0,0
2305,1525,0,0
2305,1529,0,0
2305,2101,0,0
2305,2102,1,0
2305,2103,4,0
2305,2104,1,0
2305,2105,2,0
2305,2106,0,0
2305,2107,5,1
2305,2108,1,0
2305,2109,0,0
2305,2110,0,0
2305,2111,1,0
2305,2112,8,1
2305,2113,3,0
2305,2114,0,0
2305,2201,26,3
2305,2202,17,2
2305,2203,1,0
2305,2204,7,1
2305,2205,5,1
2305,2206,5,1
2305,2207,3,0
2305,2208,5,1
2305,2224,1,0
2305,2301,114,11
2305,2302,65,6
2305,2303,26,3
2305,2304,7,1
2305,2305,13097,1310
2305,2306,23,2
2305,2307,8,1
2305,2308,97,10
2305,2309,9,1
2305,2310,17,2
2305,2311,13,1
2305,2312,177,18
2305,2327,6,1
2305,3101,0,0
2305,3201,0,0
2305,3202,0,0
2305,3203,0,0
2305,3204,0,0
2305,3205,0,0
2305,3206,0,0
2305,3207,0,0
2305,3208,1,0
2305,3209,0,0
2305,3210,0,0
2305,3211,0,0
2305,3212,0,0
2305,3213,0,0
2305,3301,0,0
2305,3302,0,0
2305,3303,0,0
2305,3304,0,0
2305,3305,0,0
2305,3306,0,0
2305,3307,2,0
2305,3308,0,0
2305,3309,0,0
2305,3310,0,0
2305,3311,0,0
2305,3401,1,0
2305,3402,1,0
2305,3403,0,0
2305,3404,1,0
2305,3405,0,0
2305,3406,0,0
2305,3407,0,0
2305,3408,0,0
2305,3410,0,0
2305,3411,0,0
2305,3412,1,0
2305,3413,0,0
2305,3415,0,0
2305,3416,8,1
2305,3417,0,0
2305,3418,0,0
2305,3501,2,0
2305,3502,0,0
2305,3503,0,0
2305,3504,0,0
2305,3505,0,0
2305,3506,0,0
2305,3507,0,0
2305,3508,0,0
2305,3509,0,0
2305,3601,0,0
2305,3602,0,0
2305,3603,0,0
2305,3604,0,0
2305,3605,0,0
2305,3606,0,0
2305,3607,0,0
2305,3608,0,0
2305,3609,0,0
2305,3610,0,0
2305,3611,0,0
2305,3701,5,1
2305,3702,0,0
2305,3703,0,0
2305,3704,0,0
2305,3705,0,0
2305,3706,4,0
2305,3707,3,0
2305,3708,3,0
2305,3709,4,0
2305,3710,0,0
2305,3711,0,0
2305,3713,4,0
2305,3714,3,0
2305,3715,2,0
2305,3716,0,0
2305,3717,7,1
2305,4101,0,0
2305,4102,0,0
2305,4103,0,0
2305,4104,0,0
2305,4105,0,0
2305,4106,0,0
2305,4107,0,0
2305,4108,0,0
2305,4109,0,0
2305,4110,0,0
2305,4111,0,0
2305,4112,0,0
2305,4113,0,0
2305,4114,0,0
2305,4115,0,0
2305,4116,0,0
2305,4117,2,0
2305,4201,0,0
2305,4202,0,0
2305,4203,0,0
2305,4205,0,0
2305,4206,0,0
2305,4207,0,0
2305,4208,0,0
2305,4209,0,0
2305,4210,0,0
2305,4211,0,0
2305,4212,0,0
2305,4213,0,0
2305,4228,0,0
2305,4290,0,0
2305,4301,0,0
2305,4302,0,0
2305,4303,0,0
2305,4304,0,0
2305,4305,0,0
2305,4306,0,0
2305,4307,0,0
2305,4308,0,0
2305,4309,0,0
2305,4310,0,0
2305,4311,0,0
2305,4312,0,0
2305,4313,0,0
2305,4331,0,0
2305,4401,0,0
2305,4402,0,0
2305,4403,0,0
2305,4404,0,0
2305,4405,0,0
2305,4406,0,0
2305,4407,0,0
2305,4408,0,0
2305,4409,0,0
2305,4412,0,0
2305,4413,0,0
2305,4414,0,0
2305,4415,0,0
2305,4416,0,0
2305,4417,0,0
2305,4418,0,0
2305,4419,0,0
2305,4420,0,0
2305,4451,0,0
2305,4452,0,0
2305,4453,0,0
2305,4501,0,0
2305,4502,0,0
2305,4503,0,0
2305,4504,0,0
2305,4505,0,0
2305,4506,0,0
2305,4507,0,0
2305,4508,0,0
2305,4509,0,0
2305,4510,0,0
2305,4511,0,0
2305,4512,0,0
2305,4513,0,0
2305,4514,0,0
2305,4601,0,0
2305,4602,0,0
2305,4690,0,0
2305,5000,0,0
2305,5101,4,0
2305,5103,0,0
2305,5104,0,0
2305,5105,0,0
2305,5106,1,0
2305,5107,0,0
2305,5108,0,0
2305,5109,0,0
2305,5110,0,0
2305,5111,0,0
2305,5113,4,0
2305,5114,0,0
2305,5115,0,0
2305,5116,0,0
2305,5117,2,0
2305,5118,0,0
2305,5119,0,0
2305,5120,0,0
2305,5132,0,0
2305,5133,0,0
2305,5134,0,0
2305,5201,0,0
2305,5202,0,0
2305,5203,0,0
2305,5204,0,0
2305,5205,0,0
2305,5206,0,0
2305,5223,0,0
2305,5226,0,0
2305,5227,0,0
2305,5301,0,0
2305,5303,0,0
2305,5304,0,0
2305,5305,0,0
2305,5306,0,0
2305,5307,0,0
2305,5308,0,0
2305,5309,0,0
2305,5323,0,0
2305,5325,0,0
2305,5326,0,0
2305,5328,0,0
2305,5329,0,0
2305,5331,0,0
2305,5333,0,0
2305,5334,0,0
2305,5401,0,0
2305,5402,0,0
2305,5403,0,0
2305,5404,0,0
2305,5405,0,0
2305,5406,0,0
2305,5425,0,0
2305,6101,0,0
2305,6102,0,0
2305,6103,0,0
2305,6104,0,0
2305,6105,0,0
2305,6106,0,0
2305,6107,0,0
2305,6108,0,0
2305,6109,0,0
2305,6110,0,0
2305,6201,0,0
2305,6202,0,0
2305,6203,0,0
2305,6204,0,0
2305,6205,0,0
2305,6206,0,0
2305,6207,0,0
2305,6208,0,0
2305,6209,0,0
2305,6210,0,0
2305,6211,0,0
2305,6212,0,0
2305,6229,0,0
2305,6230,0,0
2305,6301,0,0
2305,6302,0,0
2305,6322,0,0
2305,6323,0,0
2305,6325,0,0
2305,6326,0,0
2305,6327,0,0
2305,6328,0,0
2305,6401,0,0
2305,6402,0,0
2305,6403,0,0
2305,6404,0,0
2305,6405,0,0
2305,6501,0,0
2305,6502,0,0
2305,6504,0,0
2305,6505,0,0
2305,6523,0,0
2305,6527,0,0
2305,6528,0,0
2305,6529,0,0
2305,6530,0,0
2305,6531,0,0
2305,6532,0,0
2305,6540,0,0
2305,6542,0,0
2305,6543,0,0
2305,6590,0,0
2306,90,0,0
2306,1101,2,0
2306,1201,1,0
2306,1301,1,0
2306,1302,4,0
2306,1303,1,0
2306,1304,1,0
2306,1305,0,0
2306,1306,0,0
2306,1307,0,0
2306,1308,3,0
2306,1309,4,0
2306,1310,2,0
2306,1311,0,0
2306,1401,0,0
2306,1402,0,0
2306,1403,0,0
2306,1404,0,0
2306,1405,0,0
2306,1406,0,0
2306,1407,0,0
2306,1408,0,0
2306,1409,0,0
2306,1410,0,0
2306,1411,0,0
2306,1501,1,0
2306,1502,5,1
2306,1503,0,0
2306,1504,3,0
2306,1505,2,0
2306,1506,0,0
2306,1507,14,1
2306,1508,0,0
2306,1509,0,0
2306,1522,10,1
2306,1525,0,0
2306,1529,0,0
2306,2101,12,1
2306,2102,8,1
2306,2103,2,0
2306,2104,5,1
2306,2105,1,0
2306,2106,4,0
2306,2107,6,1
2306,2108,1,0
2306,2109,3,0
2306,2110,1,0
2306,2111,0,0
2306,2112,10,1
2306,2113,1,0
2306,2114,0,0
2306,2201,17,2
2306,2202,4,0
2306,2203,3,0
2306,2204,1,0
2306,2205,5,1
2306,2206,5,1
2306,2207,20,2
2306,2208,20,2
2306,2224,0,0
2306,2301,163,16
2306,2302,338,34
2306,2303,20,2
2306,2304,5,1
2306,2305,17,2
2306,2306,22816,2282
2306,2307,35,3
2306,2308,36,4
2306,2309,2,0
2306,2310,26,3
2306,2311,43,4
2306,2312,648,65
2306,2327,15,2
2306,3101,0,0
2306,3201,3,0
2306,3202,0,0
2306,3203,4,0
2306,3204,1,0
2306,3205,0,0
2306,3206,24,2
2306,3207,6,1
2306,3208,4,0
2306,3209,13,1
2306,3210,2,0
2306,3211,0,0
2306,3212,6,1
2306,3213,0,0
2306,3301,0,0
2306,3302,0,0
2306,3303,0,0
2306,3304,1,0
2306,3305,0,0
2306,3306,1,0
2306,3307,0,0
2306,3308,0,0
2306,3309,0,0
2306,3310,2,0
2306,3311,0,0
2306,3401,0,0
2306,3402,0,0
2306,3403,0,0
2306,3404,0,0
2306,3405,1,0
2306,3406,1,0
2306,3407,0,0
2306,3408,1,0
2306,3410,0,0
2306,3411,0,0
2306,3412,1,0
2306,3413,0,0
2306,3415,4,0
2306,3416,1,0
2306,3417,0,0
2306,3418,2,0
2306,3501,0,0
2306,3502,2,0
2306,3503,0,0
2306,3504,0,0
2306,3505,3,0
2306,3506,0,0
2306,3507,0,0
2306,3508,0,0
2306,3509,0,0
2306,3601,0,0
2306,3602,0,0
2306,3603,0,0
2306,3604,0,0
2306,3605,0,0
2306,3606,0,0
2306,3607,0,0
2306,3608,0,0
2306,3609,0,0
2306,3610,0,0
2306,3611,0,0
2306,3701,2,0
2306,3702,3,0
2306,3703,0,0
2306,3704,0,0
2306,3705,0,0
2306,3706,3,0
2306,3707,0,0
2306,3708,4,0
2306,3709,4,0
2306,3710,1,0
2306,3711,2,0
2306,3713,14,1
2306,3714,3,0
2306,3715,0,0
2306,3716,1,0
2306,3717,9,1
2306,4101,1,0
2306,4102,0,0
2306,4103,6,1
2306,4104,0,0
2306,4105,0,0
2306,4106,0,0
2306,4107,0,0
2306,4108,0,0
2306,4109,2,0
2306,4110,3,0
2306,4111,0,0
2306,4112,1,0
2306,4113,1,0
2306,4114,0,0
2306,4115,2,0
2306,4116,4,0
2306,4117,0,0
2306,4201,0,0
2306,4202,0,0
2306,4203,0,0
2306,4205,0,0
2306,4206,3,0
2306,4207,0,0
2306,4208,0,0
2306,4209,1,0
2306,4210,0,0
2306,4211,0,0
2306,4212,0,0
2306,4213,0,0
2306,4228,0,0
2306,4290,0,0
2306,4301,1,0
2306,4302,0,0
2306,4303,0,0
2306,4304,0,0
2306,4305,0,0
2306,4306,0,0
2306,4307,0,0
2306,4308,0,0
2306,4309,0,0
2306,4310,0,0
2306,4311,0,0
2306,4312,0,0
2306,4313,0,0
2306,4331,0,0
2306,4401,1,0
2306,4402,0,0
2306,4403,3,0
2306,4404,0,0
2306,4405,0,0
2306,4406,1,0
2306,4407,0,0
2306,4408,0,0
2306,4409,0,0
2306,4412,0,0
2306,4413,0,0
2306,4414,0,0
2306,4415,0,0
2306,4416,0,0
2306,4417,0,0
2306,4418,0,0
2306,4419,0,0
2306,4420,0,0
2306,4451,3,0
2306,4452,0,0
2306,4453,0,0
2306,4501,0,0
2306,4502,0,0
2306,4503,0,0
2306,4504,0,0
2306,4505,0,0
2306,4506,0,0
2306,4507,0,0
2306,4508,0,0
2306,4509,0,0
2306,4510,0,0
2306,4511,1,0
2306,4512,0,0
2306,4513,0,0
2306,4514,0,0
2306,4601,0,0
2306,4602,0,0
2306,4690,0,0
2306,5000,3,0
2306,5101,2,0
2306,5103,0,0
2306,5104,0,0
2306,5105,1,0
2306,5106,0,0
2306,5107,1,0
2306,5108,3,0
2306,5109,0,0
2306,5110,0,0
2306,5111,0,0
2306,5113,3,0
2306,5114,0,0
2306,5115,0,0
2306,5116,0,0
2306,5117,4,0
2306,5118,0,0
2306,5119,0,0
2306,5120,0,0
2306,5132,0,0
2306,5133,0,0
2306,5134,0,0
2306,5201,0,0
2306,5202,0,0
2306,5203,0,0
2306,5204,0,0
2306,5205,0,0
2306,5206,0,0
2306,5223,0,0
2306,5226,0,0
2306,5227,0,0
2306,5301,0,0
2306,5303,0,0
2306,5304,0,0
2306,5305,0,0
2306,5306,0,0
2306,5307,0,0
2306,5308,0,0
2306,5309,0,0
2306,5323,0,0
2306,5325,0,0
2306,5326,0,0
2306,5328,0,0
2306,5329,0,0
2306,5331,0,0
2306,5333,0,0
2306,5334,0,0
2306,5401,0,0
2306,5402,0,0
2306,5403,0,0
2306,5404,0,0
2306,5405,0,0
2306,5406,0,0
2306,5425,0,0
2306,6101,0,0
2306,6102,0,0
2306,6103,0,0
2306,6104,0,0
2306,6105,0,0
2306,6106,0,0
2306,6107,1,0
2306,6108,0,0
2306,6109,1,0
2306,6110,0,0
2306,6201,0,0
2306,6202,0,0
2306,6203,0,0
2306,6204,0,0
2306,6205,3,0
2306,6206,0,0
2306,6207,3,0
2306,6208,0,0
2306,6209,0,0
2306,6210,0,0
2306,6211,0,0
2306,6212,0,0
2306,6229,0,0
2306,6230,0,0
2306,6301,0,0
2306,6302,0,0
2306,6322,0,0
2306,6323,0,0
2306,6325,0,0
2306,6326,0,0
2306,6327,0,0
2306,6328,0,0
2306,6401,0,0
2306,6402,0,0
2306,6403,0,0
2306,6404,0,0
2306,6405,0,0
2306,6501,0,0
2306,6502,0,0
2306,6504,0,0
2306,6505,0,0
2306,6523,0,0
2306,6527,0,0
2306,6528,0,0
2306,6529,0,0
2306,6530,0,0
2306,6531,0,0
2306,6532,0,0
2306,6540,0,0
2306,6542,0,0
2306,6543,0,0
2306,6590,0,0
2307,90,0,0
2307,1101,1,0
2307,1201,0,0
2307,1301,1,0
2307,1302,0,0
2307,1303,0,0
2307,1304,0,0
2307,1305,0,0
2307,1306,2,0
2307,1307,0,0
2307,1308,0,0
2307,1309,0,0
2307,1310,1,0
2307,1311,0,0
2307,1401,0,0
2307,1402,0,0
2307,1403,0,0
2307,1404,0,0
2307,1405,0,0
2307,1406,0,0
2307,1407,0,0
2307,1408,0,0
2307,1409,0,0
2307,1410,0,0
2307,1411,0,0
2307,1501,0,0
2307,1502,1,0
2307,1503,0,0
2307,1504,0,0
2307,1505,0,0
2307,1506,0,0
2307,1507,0,0
2307,1508,0,0
2307,1509,0,0
2307,1522,0,0
2307,1525,0,0
2307,1529,0,0
2307,2101,1,0
2307,2102,0,0
2307,2103,0,0
2307,2104,0,0
2307,2105,0,0
2307,2106,0,0
2307,2107,0,0
2307,2108,0,0
2307,2109,0,0
2307,2110,0,0
2307,2111,0,0
2307,2112,0,0
2307,2113,4,0
2307,2114,2,0
2307,2201,8,1
2307,2202,0,0
2307,2203,0,0
2307,2204,0,0
2307,2205,0,0
2307,2206,0,0
2307,2207,0,0
2307,2208,1,0
2307,2224,0,0
2307,2301,64,6
2307,2302,10,1
2307,2303,2,0
2307,2304,6,1
2307,2305,2,0
2307,2306,5,1
2307,2307,11715,1172
2307,2308,14,1
2307,2309,2,0
2307,2310,2,0
2307,2311,17,2
2307,2312,114,11
2307,2327,2,0
2307,3101,0,0
2307,3201,0,0
2307,3202,0,0
2307,3203,2,0
2307,3204,0,0
2307,3205,0,0
2307,3206,0,0
2307,3207,0,0
2307,3208,0,0
2307,3209,0,0
2307,3210,0,0
2307,3211,0,0
2307,3212,0,0
2307,3213,3,0
2307,3301,0,0
2307,3302,0,0
2307,3303,0,0
2307,3304,0,0
2307,3305,0,0
2307,3306,0,0
2307,3307,0,0
2307,3308,0,0
2307,3309,0,0
2307,3310,2,0
2307,3311,0,0
2307,3401,0,0
2307,3402,0,0
2307,3403,0,0
2307,3404,0,0
2307,3405,0,0
2307,3406,0,0
2307,3407,0,0
2307,3408,0,0
2307,3410,0,0
2307,3411,0,0
2307,3412,0,0
2307,3413,0,0
2307,3415,0,0
2307,3416,0,0
2307,3417,0,0
2307,3418,0,0
2307,3501,0,0
2307,3502,0,0
2307,3503,3,0
2307,3504,0,0
2307,3505,0,0
2307,3506,0,0
2307,3507,0,0
2307,3508,0,0
2307,3509,0,0
2307,3601,0,0
2307,3602,0,0
2307,3603,0,0
2307,3604,0,0
2307,3605,0,0
2307,3606,0,0
2307,3607,0,0
2307,3608,0,0
2307,3609,0,0
2307,3610,0,0
2307,3611,0,0
2307,3701,5,1
2307,3702,2,0
2307,3703,0,0
2307,3704,0,0
2307,3705,0,0
2307,3706,0,0
2307,3707,0,0
2307,3708,0,0
2307,3709,0,0
2307,3710,0,0
2307,3711,1,0
2307,3713,2,0
2307,3714,3,0
2307,3715,1,0
2307,3716,0,0
2307,3717,2,0
2307,4101,1,0
2307,4102,0,0
2307,4103,0,0
2307,4104,0,0
2307,4105,0,0
2307,4106,0,0
2307,4107,0,0
2307,4108,0,0
2307,4109,0,0
2307,4110,0,0
2307,4111,0,0
2307,4112,0,0
2307,4113,0,0
2307,4114,0,0
2307,4115,0,0
2307,4116,0,0
2307,4117,0,0
2307,4201,0,0
2307,4202,0,0
2307,4203,0,0
2307,4205,0,0
2307,4206,0,0
2307,4207,0,0
2307,4208,0,0
2307,4209,0,0
2307,4210,0,0
2307,4211,0,0
2307,4212,0,0
2307,4213,0,0
2307,4228,0,0
2307,4290,0,0
2307,4301,0,0
2307,4302,0,0
2307,4303,0,0
2307,4304,0,0
2307,4305,0,0
2307,4306,0,0
2307,4307,0,0
2307,4308,0,0
2307,4309,0,0
2307,4310,0,0
2307,4311,0,0
2307,4312,0,0
2307,4313,0,0
2307,4331,0,0
2307,4401,0,0
2307,4402,0,0
2307,4403,0,0
2307,4404,0,0
2307,4405,0,0
2307,4406,0,0
2307,4407,0,0
2307,4408,0,0
2307,4409,0,0
2307,4412,0,0
2307,4413,0,0
2307,4414,0,0
2307,4415,0,0
2307,4416,0,0
2307,4417,0,0
2307,4418,0,0
2307,4419,0,0
2307,4420,0,0
2307,4451,0,0
2307,4452,0,0
2307,4453,0,0
2307,4501,0,0
2307,4502,0,0
2307,4503,0,0
2307,4504,0,0
2307,4505,0,0
2307,4506,0,0
2307,4507,0,0
2307,4508,0,0
2307,4509,0,0
2307,4510,0,0
2307,4511,0,0
2307,4512,0,0
2307,4513,0,0
2307,4514,0,0
2307,4601,0,0
2307,4602,0,0
2307,4690,0,0
2307,5000,0,0
2307,5101,0,0
2307,5103,0,0
2307,5104,0,0
2307,5105,0,0
2307,5106,0,0
2307,5107,0,0
2307,5108,0,0
2307,5109,0,0
2307,5110,0,0
2307,5111,0,0
2307,5113,0,0
2307,5114,0,0
2307,5115,0,0
2307,5116,0,0
2307,5117,0,0
2307,5118,0,0
2307,5119,0,0
2307,5120,0,0
2307,5132,0,0
2307,5133,0,0
2307,5134,0,0
2307,5201,0,0
2307,5202,0,0
2307,5203,0,0
2307,5204,0,0
2307,5205,0,0
2307,5206,0,0
2307,5223,0,0
2307,5226,0,0
2307,5227,0,0
2307,5301,0,0
2307,5303,0,0
2307,5304,0,0
2307,5305,0,0
2307,5306,0,0
2307,5307,0,0
2307,5308,0,0
2307,5309,0,0
2307,5323,0,0
2307,5325,0,0
2307,5326,0,0
2307,5328,0,0
2307,5329,0,0
2307,5331,0,0
2307,5333,0,0
2307,5334,0,0
2307,5401,0,0
2307,5402,0,0
2307,5403,0,0
2307,5404,0,0
2307,5405,0,0
2307,5406,0,0
2307,5425,0,0
2307,6101,0,0
2307,6102,0,0
2307,6103,0,0
2307,6104,0,0
2307,6105,0,0
2307,6106,0,0
2307,6107,0,0
2307,6108,0,0
2307,6109,0,0
2307,6110,0,0
2307,6201,0,0
2307,6202,0,0
2307,6203,0,0
2307,6204,0,0
2307,6205,0,0
2307,6206,0,0
2307,6207,0,0
2307,6208,0,0
2307,6209,0,0
2307,6210,0,0
2307,6211,0,0
2307,6212,0,0
2307,6229,0,0
2307,6230,0,0
2307,6301,0,0
2307,6302,0,0
2307,6322,0,0
2307,6323,0,0
2307,6325,0,0
2307,6326,0,0
2307,6327,0,0
2307,6328,0,0
2307,6401,0,0
2307,6402,0,0
2307,6403,0,0
2307,6404,0,0
2307,6405,0,0
2307,6501,0,0
2307,6502,0,0
2307,6504,0,0
2307,6505,0,0
2307,6523,0,0
2307,6527,0,0
2307,6528,0,0
2307,6529,0,0
2307,6530,0,0
2307,6531,0,0
2307,6532,0,0
2307,6540,0,0
2307,6542,0,0
2307,6543,0,0
2307,6590,0,0
2308,90,0,0
2308,1101,0,0
2308,1201,0,0
2308,1301,0,0
2308,1302,1,0
2308,1303,0,0
2308,1304,1,0
2308,1305,0,0
2308,1306,0,0
2308,1307,1,0
2308,1308,5,1
2308,1309,0,0
2308,1310,0,0
2308,1311,0,0
2308,1401,0,0
2308,1402,0,0
2308,1403,0,0
2308,1404,0,0
2308,1405,0,0
2308,1406,0,0
2308,1407,0,0
2308,1408,0,0
2308,1409,1,0
2308,1410,0,0
2308,1411,0,0
2308,1501,1,0
2308,1502,0,0
2308,1503,0,0
2308,1504,0,0
2308,1505,1,0
2308,1506,0,0
2308,1507,1,0
2308,1508,0,0
2308,1509,0,0
2308,1522,0,0
2308,1525,0,0
2308,1529,0,0
2308,2101,1,0
2308,2102,1,0
2308,2103,0,0
2308,2104,2,0
2308,2105,4,0
2308,2106,0,0
2308,2107,1,0
2308,2108,0,0
2308,2109,0,0
2308,2110,0,0
2308,2111,0,0
2308,2112,5,1
2308,2113,1,0
2308,2114,1,0
2308,2201,19,2
2308,2202,6,1
2308,2203,2,0
2308,2204,2,0
2308,2205,5,1
2308,2206,0,0
2308,2207,5,1
2308,2208,5,1
2308,2224,2,0
2308,2301,139,14
2308,2302,78,8
2308,2303,18,2
2308,2304,36,4
2308,2305,73,7
2308,2306,34,3
2308,2307,17,2
2308,2308,21753,2175
2308,2309,21,2
2308,2310,19,2
2308,2311,18,2
2308,2312,158,16
2308,2327,7,1
2308,3101,0,0
2308,3201,0,0
2308,3202,0,0
2308,3203,1,0
2308,3204,0,0
2308,3205,0,0
2308,3206,0,0
2308,3207,1,0
2308,3208,0,0
2308,3209,0,0
2308,3210,0,0
2308,3211,0,0
2308,3212,0,0
2308,3213,0,0
2308,3301,0,0
2308,3302,0,0
2308,3303,6,1
2308,3304,0,0
2308,3305,0,0
2308,3306,0,0
2308,3307,0,0
2308,3308,0,0
2308,3309,0,0
2308,3310,0,0
2308,3311,0,0
2308,3401,4,0
2308,3402,0,0
2308,3403,0,0
2308,3404,0,0
2308,3405,0,0
2308,3406,2,0
2308,3407,0,0
2308,3408,2,0
2308,3410,0,0
2308,3411,0,0
2308,3412,0,0
2308,3413,0,0
2308,3415,0,0
2308,3416,2,0
2308,3417,0,0
2308,3418,0,0
2308,3501,0,0
2308,3502,0,0
2308,3503,0,0
2308,3504,0,0
2308,3505,0,0
2308,3506,0,0
2308,3507,0,0
2308,3508,0,0
2308,3509,0,0
2308,3601,0,0
2308,3602,0,0
2308,3603,0,0
2308,3604,0,0
2308,3605,0,0
2308,3606,3,0
2308,3607,0,0
2308,3608,0,0
